Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Arthur Glandier,FR,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Sludge Bomb,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Iron Head,Sucker Punch,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Baris “BillaVGC” Akcos ,Loss,Pedro Sánchez ,Loss,Robert Schädel ,Win,Hippolyte Bernard ,Loss,Manuel Schwab ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/235,https://pokepast.es/c24c9bb195960ec4,1,4
special-utrecht,Oficial,Thomas Visscher,NL,Metagross, Weakness Policy,Clear Body,Steel,Psychic Fangs,Bullet Punch,Knock Off,Rock Slide,Rillaboom, Assault Vest,Grassy Surge,Grass,Bulldoze,Grassy Glide,Knock Off,Fake Out,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Bulldoze,Throat Chop,Serperior, Wide Lens,Contrary,Stellar,Leaf Storm,Tera Blast,Gastro Acid,Protect,Urshifu-Rapid-Strike, Covert Cloak,Unseen Fist,Water,Surging Strikes,Close Combat,Ice Spinner,Protect,Flutter Mane, Booster Energy,Protosynthesis,Steel,Dazzling Gleam,Shadow Ball,Icy Wind,Protect,Elias Truyens ,Win,Sven van der Voorden ,Loss,Simon Schlütter ,Loss,Caner Caliskaner ,Loss,Sliman Ziyech ,Loss,Quinten Sandberg ,Loss,Maarten den Haan ,Loss,Benjamin Thanner ,Loss,Dennis Komen ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/8,https://pokepast.es/d1a5d35de441f8d8,1,8
special-utrecht,Oficial,Patrick Haesakkers,NL,Overqwil,Expert Belt,Intimidate,Poison,Poison Jab,Crunch,Toxic Spikes,Barb Barrage,Iron Boulder,Leftovers,Quark Drive,Fighting,Sacred Sword,Mighty Cleave,Rock Tomb,Psycho Cut,Archaludon,Scope Lens,Sturdy,Fairy,- Electro Shot,Dragon Pulse,Flash Cannon,Meteor Beam,Urshifu-Rapid-Strike, Focus Band,Unseen Fist,Water,Surging Strikes,Liquidation,Brick Break,Iron Head,Incineroar, Safety Goggles,Intimidate,Grass,Darkest Lariat,Throat Chop,Thunder Punch,Temper Flare,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Oscar Escobosa Bosman ,Loss,Benjamin van Hoeckel ,Loss,Dennis Komen ,Win,David Barker ,Loss,Nico Köller ,Loss,Jan Junker ,Loss,Rawnie Mills ,Loss,Sven Verhart ,Loss,Noah Ebink ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/557,https://pokepast.es/b4432674297387ae,1,8
special-utrecht,Oficial,Jeannot Bertou,NL,Wugtrio, Bright Powder,Sand Veil,Water,Liquidation,Aqua Jet,Throat Chop,Helping Hand,Tyranitar, Aguav Berry,Sand Stream,Flying,Rock Slide,Protect,Tera Blast,Knock Off,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Houndstone, Choice Band,Sand Rush,Rock,Last Respects,Shadow Sneak,Play Rough,Will-O-Wisp,Arcanine-Hisui,Covert Cloak,Intimidate,Normal,Extreme Speed,Flare Blitz,Protect,Rock Slide,Metagross, Assault Vest,Clear Body,Rock,Meteor Mash,Bullet Punch,Psychic Fangs,Rock Slide,Alessandro Caliri ,Loss,Jordan Jourdan ,Loss,David Barker ,Loss,Sigfrido Nuez ,Win,William Masson ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/499,https://pokepast.es/e0ac6709d62b64dc,1,4
special-utrecht,Oficial,Antonio Filippone,IT,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Taunt,Fake Out,Parting Shot,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Registeel, Leftovers,Clear Body,Water,Heavy Slam,Body Press,Protect,Iron Defense,Amoonguss, Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Draco Meteor,Thunderclap,Snarl,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Shadow Ball,Jose Rider Lorenzo ,Loss,Manuel Schwab ,Win,Alex Butters ,Loss,Amelius van Etten ,Loss,Giacomo Trapani ,Loss,Graham Oxley ,Loss,Jeroen De Muyt ,Loss,Dennis Komen ,Loss,Álvaro Gil Pinzón ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/625,https://pokepast.es/72d2b1bf2c4e4c08,1,8
special-utrecht,Oficial,Max van Westrop,NL,Tornadus, Covert Cloak,Prankster,Dark,Bleakwind Storm,Icy Wind,Tailwind,Rain Dance,Iron Crown,Booster Energy,Quark Drive,Water,Tera Blast,Tachyon Cutter,Expanding Force,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sandsear Storm,Sludge Bomb,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Geonwoo Myung ,Loss,Lorenzo Angelicola ,Win,Tom Ratsma ,Loss,Macx Medley ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/538,https://pokepast.es/6d85ab6ed8517bff,1,3
special-utrecht,Oficial,Edoardo Saggio,IT,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Incineroar, Assault Vest,Intimidate,Grass,Flare Blitz,Throat Chop,Fake Out,U-turn,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Farigiraf, Sitrus Berry,Armor Tail,Fire,Psychic,Dazzling Gleam,Trick Room,Helping Hand,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Tornadus, Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect,Andrea Gozzi ,Loss,Kara van der Meulen ,Loss,Maxime Mastromatteo ,Loss,Manuel Schwab ,Loss,Jelmer Roos ,Win,Alessandro Gulino ,Loss,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/573,https://pokepast.es/735cc99b07b85ae2,1,5
special-utrecht,Oficial,Tom De Meer,NL,Gallade, Razor Claw,Sharpness,Fire,Psycho Cut,Sacred Sword,Wide Guard,Trick Room,Lilligant-Hisui,Focus Sash,Chlorophyll,Poison,Protect,After You,Solar Blade,Close Combat,Hatterene, Life Orb,Magic Bounce,Steel,Protect,Dazzling Gleam,Expanding Force,Trick Room,Indeedee-F, Rocky Helmet,Psychic Surge,Water,Follow Me,Helping Hand,Dazzling Gleam,Trick Room,Torkoal,Charcoal,Drought,Fire,Protect,Heat Wave,Earth Power,Eruption,Annihilape, Choice Scarf,Defiant,Fighting,U-turn,Close Combat,Shadow Claw,Final Gambit,Hugo Aguirre ,Loss,Benjamin Haeseler ,Loss,Gregory Mohr ,Loss,Wouter Boender ,Win,Salvatore Scaraglino ,Loss,Sigfrido Nuez ,Loss,Ewoud Wagenmakers ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/445,https://pokepast.es/665dbc7633d05edc,1,6
special-utrecht,Oficial,Elias Truyens,BE,Gouging Fire,Booster Energy,Protosynthesis,Fairy,- Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem,Tornadus, Rocky Helmet,Prankster,Steel,Tailwind,Icy Wind,Bleakwind Storm,Protect,Kingambit, Assault Vest,Defiant,Dragon,Kowtow Cleave,Iron Head,Low Kick,Sucker Punch,Chi-Yu, Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Thomas Visscher ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/9,https://pokepast.es/55d85fc8ee554de0,0,1
special-utrecht,Oficial,sali resuli,IT,Landorus-Therian, Choice Band,Intimidate,Water,Earthquake,U-turn,Rock Slide,Stomping Tantrum,Tornadus, Mental Herb,Prankster,Ghost,Bleakwind Storm,Sunny Day,Tailwind,Protect,Chi-Yu, Focus Sash,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Protect,Flutter Mane,Pixie Plate,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect,Iron Hands, Assault Vest,Quark Drive,Water,Fake Out,Drain Punch,Wild Charge,Heavy Slam,Urshifu,Black Glasses,Unseen Fist,Poison,Wicked Blow,Close Combat,Sucker Punch,Protect,Nick Schrott ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/10,https://pokepast.es/694e0bcf269230b7,0,1
special-utrecht,Oficial,Fabian Sdzuy,DE,Gallade, Clear Amulet,Sharpness,Fire,Psycho Cut,Sacred Sword,Trick Room,Wide Guard,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Helping Hand,Follow Me,Trick Room,Dazzling Gleam,Ursaluna, Flame Orb,Guts,Ghost,Headlong Rush,Protect,Earthquake,Facade,Armarouge, Power Herb,Flash Fire,Grass,Meteor Beam,Trick Room,Expanding Force,Armor Cannon,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Helping Hand,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,- Ivy Cudgel,Wood Hammer,Follow Me,Taunt,Quilliano van Hal ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/17,https://pokepast.es/978e0d8e21d093ee,0,1
special-utrecht,Oficial,Marius Twardowski,DE,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Arcanine-Hisui,Choice Band,Intimidate,Normal,Extreme Speed,Flare Blitz,Head Smash,Rock Slide,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Tornadus, Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Rain Dance,Protect,Ogerpon,Razor Claw,Defiant,Grass,- Ivy Cudgel,Swords Dance,Stomping Tantrum,Spiky Shield,Tom Ratsma ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/18,https://pokepast.es/e33936da9a0a10bc,0,1
special-utrecht,Oficial,Alejandro Trastoy,ES,Porygon2, Eviolite,Download,Poison,Tera Blast,Ice Beam,Trick Room,Recover,Kommo-o, Leftovers,Overcoat,Steel,Protect,Body Press,Iron Head,Iron Defense,Ting-Lu, Assault Vest,Vessel of Ruin,Poison,Ruination,Stomping Tantrum,Heavy Slam,Snarl,Amoonguss, Rocky Helmet,Regenerator,Water,Protect,Pollen Puff,Spore,Rage Powder,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Brendan Darwinkel ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/23,https://pokepast.es/e68d7c5684623e0c,0,1
special-utrecht,Oficial,Ihsan Said Ankilani,FR,Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Fake Out,Taunt,Incineroar, Sitrus Berry,Intimidate,Water,Fake Out,Flare Blitz,Knock Off,Parting Shot,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect,Tornadus, Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Rain Dance,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Jared Bilton ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/27,https://pokepast.es/ee420a324a4bb320,0,1
special-utrecht,Oficial,Maurizio D'Andrea,IT,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Hatterene, Life Orb,Magic Bounce,Fire,Dazzling Gleam,Expanding Force,Protect,Trick Room,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Indeedee-F, Psychic Seed,Psychic Surge,Grass,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Torkoal,Charcoal,Drought,Fire,Eruption,Earth Power,Weather Ball,Protect,Sten Schram ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/32,https://pokepast.es/f5d068d58a3bc7b6,0,1
special-utrecht,Oficial,Andres Mora,ES,Ursaluna, Flame Orb,Guts,Dragon,Facade,Earthquake,Swords Dance,Protect,Enamorus-Therian, Choice Specs,Overcoat,Flying,Moonblast,Earth Power,Tera Blast,Dazzling Gleam,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Cresselia, Mental Herb,Levitate,Fire,Ice Beam,Lunar Blessing,Helping Hand,Trick Room,Zoroark-Hisui,Focus Sash,Illusion,Ghost,Bitter Malice,U-turn,Will-O-Wisp,Taunt,Iron Hands, Assault Vest,Quark Drive,Fire,Wild Charge,Drain Punch,Heavy Slam,Fake Out,Oliver Marek ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/34,https://pokepast.es/a7438ad0d3a6af7c,0,1
special-utrecht,Oficial,Tyler Furnell,UK,Amoonguss, Sitrus Berry,Regenerator,Water,Spore,Clear Smog,Rage Powder,Pollen Puff,Ursaluna, Flame Orb,Guts,Normal,Protect,Facade,Headlong Rush,Earthquake,Gholdengo, Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Hatterene, Light Clay,Magic Bounce,Steel,Dazzling Gleam,Reflect,Light Screen,Trick Room,Incineroar, Safety Goggles,Intimidate,Dragon,Flare Blitz,Fake Out,Parting Shot,Knock Off,Porygon2, Eviolite,Trace,Flying,Tera Blast,Trick Room,Eerie Impulse,Recover,Sjoerd De Nooijer ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/37,https://pokepast.es/d9f2f5c2bc8a4d4c,0,1
special-utrecht,Oficial,Antoine Guyader,FR,Dragonite, Choice Band,Inner Focus,Normal,Extreme Speed,Stomping Tantrum,Aerial Ace,Outrage,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Ursaluna, Life Orb,Mindâ€™s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Farigiraf, Sitrus Berry,Armor Tail,Fire,Dazzling Gleam,Trick Room,Helping Hand,Psychic,Iron Hands, Assault Vest,Quark Drive,Water,Drain Punch,Fake Out,Wild Charge,Heavy Slam,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Lennart Jung ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/39,https://pokepast.es/e894d5a76d912e33,0,1
special-utrecht,Oficial,Tobias Clemens,DE,Gholdengo, Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Thunderbolt,Trick,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Aqua Jet,Close Combat,Detect,Surging Strikes,Landorus-Therian, Choice Scarf,Intimidate,Flying,Tera Blast,U-turn,Stomping Tantrum,Rock Slide,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Swords Dance,Grassy Glide,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Tornadus, Rocky Helmet,Prankster,Steel,Rain Dance,Protect,Tailwind,Bleakwind Storm,Tobias Englund ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/49,https://pokepast.es/8d7fe88336faf175,0,1
special-utrecht,Oficial,David Hernández Fortea,ES,Hatterene, Life Orb,Magic Bounce,Fire,Trick Room,Expanding Force,Dazzling Gleam,Protect,Gallade, Clear Amulet,Sharpness,Grass,Trick Room,Psycho Cut,Sacred Sword,Wide Guard,Ursaluna, Flame Orb,Guts,Ghost,Facade,Swords Dance,Headlong Rush,Protect,Torkoal,Charcoal,Drought,Fire,Eruption,Flamethrower,Earth Power,Clear Smog,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Trick Room,Dazzling Gleam,Follow Me,Helping Hand,Urshifu, Choice Scarf,Unseen Fist,Stellar,Wicked Blow,Close Combat,U-turn,Tera Blast,Jan Altisent Brescó ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/51,https://pokepast.es/ff0d59f7f4b403cb,0,1
special-utrecht,Oficial,Samet Degirmenci,DE,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Protect,Iron Hands, Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Fake Out,Volt Switch,Amoonguss, Rocky Helmet,Regenerator,Water,Sludge Bomb,Rage Powder,Spore,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Heatran, Safety Goggles,Flash Fire,Fire,Heat Wave,Earth Power,Substitute,Protect,Kingambit,Black Glasses,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Swords Dance,Protect,Gabriela Maida Claros ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/63,https://pokepast.es/b8fa7a0d3f16f579,0,1
special-utrecht,Oficial,Niels van der Aar,NL,Flutter Mane, Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Taunt,Protect,Ting-Lu, Assault Vest,Vessel of Ruin,Poison,Stomping Tantrum,Ruination,Snarl,Heavy Slam,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot,Porygon2, Eviolite,Download,Poison,Trick Room,Ice Beam,Tera Blast,Recover,Kommo-o, Leftovers,Overcoat,Steel,Body Press,Iron Head,Protect,Iron Defense,Amoonguss, Rocky Helmet,Regenerator,Water,Pollen Puff,Spore,Clear Smog,Rage Powder,Thomas Wojcik ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/65,https://pokepast.es/5685216032cf160c,0,1
special-utrecht,Oficial,Ioannis Papadopoulos,GR,Goodra-Hisui,Leftovers,Shell Armor,Fairy,Body Press,Heavy Slam,Acid Armor,Protect,Flutter Mane, Booster Energy,Protosynthesis,Stellar,Protect,Moonblast,Shadow Ball,Dazzling Gleam,Latias, Rocky Helmet,Levitate,Poison,Recover,Tailwind,Draco Meteor,Mist Ball,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Detect,Aqua Jet,Close Combat,Surging Strikes,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Spiky Shield,Ivy Cudgel,Horn Leech,Incineroar, Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,ewangely Lima sanches ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/67,https://pokepast.es/b678631569b3d650,0,1
special-utrecht,Oficial,Matthias Meier,DE,Iron Bundle, Booster Energy,Quark Drive,Ghost,Freeze-Dry,Icy Wind,Protect,Hydro Pump,Salamence, Choice Scarf,Intimidate,Flying,Air Slash,Draco Meteor,Tailwind,Roost,Gholdengo,Metal Coat,Good as Gold,Dragon,Make It Rain,Shadow Ball,Protect,Nasty Plot,Iron Hands, Assault Vest,Quark Drive,Grass,Fake Out,Drain Punch,Wild Charge,Volt Switch,Amoonguss, Sitrus Berry,Regenerator,Steel,Spore,Rage Powder,Pollen Puff,Protect,Pelipper, Focus Sash,Drizzle,Flying,Hurricane,Hydro Pump,Tailwind,Protect,Rafa Serrano ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/69,https://pokepast.es/62bbba698922d543,0,1
special-utrecht,Oficial,Dennis Laros,NL,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel,Dragonite, Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum,Raging Bolt,Safety Goggles,Protosynthesis,Water,- Thunderclap,Draco Meteor,Thunderbolt,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Entei, Assault Vest,Inner Focus,Grass,Sacred Fire,Stomping Tantrum,Snarl,Extreme Speed,Jorge Hernández Acosta ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/70,https://pokepast.es/7e665fc4f1e62c97,0,1
special-utrecht,Oficial,Amin Lehna,IT,Roaring Moon, Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Dragon Dance,Protect,Heatran, Leftovers,Flash Fire,Fairy,Magma Storm,Substitute,Earth Power,Protect,Amoonguss, Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Iron Hands, Assault Vest,Quark Drive,Water,Wild Charge,Drain Punch,Volt Switch,Fake Out,Landorus-Therian, Choice Scarf,Intimidate,Flying,Stomping Tantrum,Rock Slide,Tera Blast,U-turn,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Wesley Do ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/72,https://pokepast.es/f08f9efc700a9c83,0,1
special-utrecht,Oficial,Patrick Donegan,US,Iron Hands, Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Heavy Slam,Fake Out,Farigiraf, Safety Goggles,Armor Tail,Water,Hyper Voice,Psychic,Protect,Trick Room,Articuno, Bright Powder,Snow Cloak,Poison,Blizzard,Freeze-Dry,Sheer Cold,Roost,Abomasnow, Eject Pack,Snow Warning,Water,Blizzard,Leaf Storm,Earth Power,Protect,Ting-Lu, Leftovers,Vessel of Ruin,Poison,Throat Chop,Earthquake,Protect,Ruination,Heatran, Life Orb,Flash Fire,Grass,Heat Wave,Earth Power,Tera Blast,Protect,Lamberto Pio Traverso ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/82,https://pokepast.es/e95fa43696b0525d,0,1
special-utrecht,Oficial,Amin Sulzer,DE,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,- Ivy Cudgel,Power Whip,Follow Me,Spiky Shield,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Ice Spinner,U-turn,Incineroar, Figy Berry,Intimidate,Grass,Flare Blitz,Fake Out,Will-O-Wisp,Parting Shot,Cresselia, Sitrus Berry,Levitate,Fairy,Lunar Blessing,Dazzling Gleam,Helping Hand,Trick Room,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Dragon Pulse,Snarl,Ursaluna, Flame Orb,Guts,Poison,Facade,Headlong Rush,Earthquake,Protect,Graham Oxley ,Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/93,https://pokepast.es/7ffc74f4fa70a351,0,1
