"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-melbourne","Daniel Quek","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-melbourne","Daniel Quek","Turbo BloodMoon","Psychic"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Daniel Quek","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Daniel Quek","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Daniel Quek","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Daniel Quek","Turbo BloodMoon","Protect"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Daniel Quek","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Daniel Quek","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Daniel Quek","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Daniel Quek","Turbo BloodMoon","Detect"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Daniel Quek","Turbo BloodMoon","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Daniel Quek","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Daniel Quek","Turbo BloodMoon","Taunt"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Daniel Quek","Turbo BloodMoon","Icy Wind"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-charlotte","Enzo Reci","Turbo BloodMoon","Wicked Blow"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-charlotte","Enzo Reci","Turbo BloodMoon","Close Combat"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-charlotte","Enzo Reci","Turbo BloodMoon","Sucker Punch"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-charlotte","Enzo Reci","Turbo BloodMoon","U-turn"
"Entei","Assault Vest","Inner Focus","Fairy","regional-charlotte","Enzo Reci","Turbo BloodMoon","Sacred Fire"
"Entei","Assault Vest","Inner Focus","Fairy","regional-charlotte","Enzo Reci","Turbo BloodMoon","Extreme Speed"
"Entei","Assault Vest","Inner Focus","Fairy","regional-charlotte","Enzo Reci","Turbo BloodMoon","Stomping Tantrum"
"Entei","Assault Vest","Inner Focus","Fairy","regional-charlotte","Enzo Reci","Turbo BloodMoon","Tera Blast"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Enzo Reci","Turbo BloodMoon","Make It Rain"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Enzo Reci","Turbo BloodMoon","Shadow Ball"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Enzo Reci","Turbo BloodMoon","Nasty Plot"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Enzo Reci","Turbo BloodMoon","Protect"
"Smeargle","Focus Sash","Moody","Ghost","regional-charlotte","Enzo Reci","Turbo BloodMoon","Spore"
"Smeargle","Focus Sash","Moody","Ghost","regional-charlotte","Enzo Reci","Turbo BloodMoon","Follow Me"
"Smeargle","Focus Sash","Moody","Ghost","regional-charlotte","Enzo Reci","Turbo BloodMoon","Wide Guard"
"Smeargle","Focus Sash","Moody","Ghost","regional-charlotte","Enzo Reci","Turbo BloodMoon","Fake Out"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","regional-charlotte","Enzo Reci","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","regional-charlotte","Enzo Reci","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","regional-charlotte","Enzo Reci","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","regional-charlotte","Enzo Reci","Turbo BloodMoon","Protect"
"Tornadus","Covert Cloak","Prankster","Flying","regional-charlotte","Enzo Reci","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Flying","regional-charlotte","Enzo Reci","Turbo BloodMoon","Tailwind"
"Tornadus","Covert Cloak","Prankster","Flying","regional-charlotte","Enzo Reci","Turbo BloodMoon","Grass Knot"
"Tornadus","Covert Cloak","Prankster","Flying","regional-charlotte","Enzo Reci","Turbo BloodMoon","Taunt"
"Tornadus","Rocky Helmet","Prankster","Ghost","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Ghost","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Ghost","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Taunt"
"Tornadus","Rocky Helmet","Prankster","Ghost","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Protect"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Dazzling Gleam"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Stellar","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Follow Me"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Fire","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Wild Charge"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Protect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Frederik Nielsen","Turbo BloodMoon","Hyper Voice"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Gero Mayer","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Gero Mayer","Turbo BloodMoon","Taunt"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Gero Mayer","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Gero Mayer","Turbo BloodMoon","Protect"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Gero Mayer","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Gero Mayer","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Gero Mayer","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-dortmund","Gero Mayer","Turbo BloodMoon","Protect"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Trick Room"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-dortmund","Gero Mayer","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-dortmund","Gero Mayer","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-dortmund","Gero Mayer","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-dortmund","Gero Mayer","Turbo BloodMoon","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Gero Mayer","Turbo BloodMoon","Spiky Shield"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-dortmund","Gero Mayer","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-dortmund","Gero Mayer","Turbo BloodMoon","Wild Charge"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-dortmund","Gero Mayer","Turbo BloodMoon","Heavy Slam"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-dortmund","Gero Mayer","Turbo BloodMoon","Fake Out"
"Tornadus","Sitrus Berry","Prankster","Ghost","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Sitrus Berry","Prankster","Ghost","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Tailwind"
"Tornadus","Sitrus Berry","Prankster","Ghost","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Icy Wind"
"Tornadus","Sitrus Berry","Prankster","Ghost","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Protect"
"Farigiraf","Throat Spray","Armor Tail","Fairy","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Hyper Voice"
"Farigiraf","Throat Spray","Armor Tail","Fairy","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Psychic"
"Farigiraf","Throat Spray","Armor Tail","Fairy","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Trick Room"
"Farigiraf","Throat Spray","Armor Tail","Fairy","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Helping Hand"
"Glimmora","Power Herb","Toxic Debris","Water","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Meteor Beam"
"Glimmora","Power Herb","Toxic Debris","Water","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Sludge Bomb"
"Glimmora","Power Herb","Toxic Debris","Water","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Earth Power"
"Glimmora","Power Herb","Toxic Debris","Water","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Spiky Shield"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Spiky Shield"
"Urshifu","Safety Goggles","Unseen Fist","Poison","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Wicked Blow"
"Urshifu","Safety Goggles","Unseen Fist","Poison","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Close Combat"
"Urshifu","Safety Goggles","Unseen Fist","Poison","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Sucker Punch"
"Urshifu","Safety Goggles","Unseen Fist","Poison","regional-knoxville","Greyson Hammock","Turbo BloodMoon","Protect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Protect"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Blood Moon"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Spiky Shield"
"Incineroar","Ability Shield","Intimidate","Grass","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Fake Out"
"Incineroar","Ability Shield","Intimidate","Grass","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Throat Chop"
"Incineroar","Ability Shield","Intimidate","Grass","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Flare Blitz"
"Incineroar","Ability Shield","Intimidate","Grass","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Parting Shot"
"Weezing-Galar","Sitrus Berry","Neutralizing Gas","Ghost","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Will-O-Wisp"
"Weezing-Galar","Sitrus Berry","Neutralizing Gas","Ghost","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Strange Steam"
"Weezing-Galar","Sitrus Berry","Neutralizing Gas","Ghost","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Taunt"
"Weezing-Galar","Sitrus Berry","Neutralizing Gas","Ghost","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Protect"
"Latios","Soul Dew","Levitate","Steel","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Draco Meteor"
"Latios","Soul Dew","Levitate","Steel","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Luster Purge"
"Latios","Soul Dew","Levitate","Steel","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Tailwind"
"Latios","Soul Dew","Levitate","Steel","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Protect"
"Farigiraf","Throat Spray","Armor Tail","Fire","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Hyper Voice"
"Farigiraf","Throat Spray","Armor Tail","Fire","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Psyshock"
"Farigiraf","Throat Spray","Armor Tail","Fire","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Trick Room"
"Farigiraf","Throat Spray","Armor Tail","Fire","regional-liverpool","Ibrahim Maarouf","Turbo BloodMoon","Protect"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Thunderclap"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Draco Meteor"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Electroweb"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Snarl"
"Incineroar","Sitrus Berry","Intimidate","Dragon","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Flare Blitz"
"Incineroar","Sitrus Berry","Intimidate","Dragon","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Fake Out"
"Incineroar","Sitrus Berry","Intimidate","Dragon","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Knock Off"
"Incineroar","Sitrus Berry","Intimidate","Dragon","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Parting Shot"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Protect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Spiky Shield"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Detect"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Icy Wind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Taunt"
"Tornadus","Covert Cloak","Prankster","Steel","regional-melbourne","Jamie Hodge","Turbo BloodMoon","Tailwind"
"Iron Jugulis","Booster Energy","Quark Drive","Steel","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Snarl"
"Iron Jugulis","Booster Energy","Quark Drive","Steel","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Air Slash"
"Iron Jugulis","Booster Energy","Quark Drive","Steel","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Tailwind"
"Iron Jugulis","Booster Energy","Quark Drive","Steel","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Protect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Spiky Shield"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Misty Terrain"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind´s Eye","Normal","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Protect"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Helping Hand"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Trick Room"
"Incineroar","Assault Vest","Intimidate","Grass","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Fake Out"
"Incineroar","Assault Vest","Intimidate","Grass","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","U-turn"
"Incineroar","Assault Vest","Intimidate","Grass","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Knock Off"
"Incineroar","Assault Vest","Intimidate","Grass","regional-knoxville","Joshua Lorcy","Turbo BloodMoon","Flare Blitz"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Fake Out"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Wild Charge"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Close Combat"
"Iron Hands","Clear Amulet","Quark Drive","Grass","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Heavy Slam"
"Tornadus","Covert Cloak","Prankster","Steel","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Icy Wind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Taunt"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Protect"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Imprison"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fairy","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Helping Hand"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Hyper Voice"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Blood Moon"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Earth Power"
"Ursaluna-Bloodmoon","Life Orb","Mind's Eye","Normal","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Nicholas Donnelly","Turbo BloodMoon","Spiky Shield"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Trick Room"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Dazzling Gleam"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Psychic"
"Farigiraf","Sitrus Berry","Armor Tail","Fire","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Helping Hand"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Tailwind"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Bleakwind Storm"
"Tornadus","Rocky Helmet","Prankster","Steel","regional-dortmund","Nikolaj Høj Nielsen","Turbo BloodMoon","Protect"
